id,start_lat,start_lon,end_lat,end_lon,length,green_count,path_json
0,32.0794971,34.7800369,32.0795557,34.7800369,6.51602270209628,0,"[[32.0794971, 34.7800369], [32.0795557, 34.7800369]]"
1,32.0794971,34.7800369,32.0794914,34.7811426,104.17756307682194,6,"[[32.0794971, 34.7800369], [32.0794967, 34.7802151], [32.0794914, 34.7811426]]"
2,32.0794971,34.7800369,32.0757361,34.7801254,418.3592296850713,27,"[[32.0794971, 34.7800369], [32.0793618, 34.7800432], [32.078627, 34.7800837], [32.078559, 34.7800909], [32.0777455, 34.7801057], [32.0776855, 34.780107], [32.0776389, 34.7801075], [32.0770065, 34.7801142], [32.0769059, 34.7801153], [32.0764695, 34.780119], [32.0764021, 34.7801202], [32.0763284, 34.7801224], [32.0758075, 34.7801273], [32.0757361, 34.7801254]]"
3,32.0794971,34.7800369,32.079498,34.7799796,5.399550002612128,0,"[[32.0794971, 34.7800369], [32.079498, 34.7799796]]"
4,32.0814933,34.7814579,32.08155,34.7819816,49.74499129854389,2,"[[32.0814933, 34.7814579], [32.0815363, 34.7818742], [32.0815426, 34.7819206], [32.08155, 34.7819816]]"
5,32.0814933,34.7814579,32.0817212,34.7814496,25.353386083714266,1,"[[32.0814933, 34.7814579], [32.0817212, 34.7814496]]"
6,32.0814933,34.7814579,32.0814958,34.7813745,7.862425136078606,0,"[[32.0814933, 34.7814579], [32.0814958, 34.7813745]]"
7,32.0814933,34.7814579,32.0813964,34.7814573,10.774936676477946,0,"[[32.0814933, 34.7814579], [32.0813964, 34.7814573]]"
8,32.079329,34.7811761,32.0794914,34.7811426,19.211592471332608,0,"[[32.079329, 34.7811761], [32.0794333, 34.7811784], [32.0794471, 34.7811595], [32.079464, 34.7811479], [32.0794914, 34.7811426]]"
9,32.079329,34.7811761,32.0749002,34.7815993,496.698657487036,32,"[[32.079329, 34.7811761], [32.078531, 34.7811587], [32.0781555, 34.7811693], [32.0776806, 34.7811822], [32.0775544, 34.7811822], [32.0772399, 34.7812339], [32.0762678, 34.781398], [32.0756397, 34.7814837], [32.0755539, 34.781496], [32.0754732, 34.7814974], [32.0754376, 34.7815447], [32.0749002, 34.7815993]]"
10,32.079329,34.7811761,32.0793299,34.781224,4.514102368668288,0,"[[32.079329, 34.7811761], [32.0793299, 34.781224]]"
11,32.0795557,34.7800369,32.0795542,34.7799796,5.401195074873232,0,"[[32.0795557, 34.7800369], [32.0795542, 34.7799796]]"
12,32.0795557,34.7800369,32.0795496,34.7810445,94.93531639926624,5,"[[32.0795557, 34.7800369], [32.0795551, 34.7802163], [32.0795496, 34.7810445]]"
13,32.0795557,34.7800369,32.0805295,34.7800392,108.28184533613428,6,"[[32.0795557, 34.7800369], [32.0796589, 34.780037], [32.0805295, 34.7800392]]"
14,32.0816103,34.7798821,32.081563,34.7798705,5.371867387381031,0,"[[32.0816103, 34.7798821], [32.081563, 34.7798705]]"
15,32.0816103,34.7798821,32.0825545,34.7781964,191.82346006962158,12,"[[32.0816103, 34.7798821], [32.0816347, 34.7797759], [32.0816736, 34.7796713], [32.0817152, 34.7795515], [32.0817966, 34.7793664], [32.0818675, 34.7792343], [32.0820178, 34.7790119], [32.0821361, 34.7788272], [32.0824151, 34.7783914], [32.08251, 34.7782606], [32.0825221, 34.7782431], [32.0825545, 34.7781964]]"
16,32.0816103,34.7798821,32.081662,34.7798909,5.808255568319672,0,"[[32.0816103, 34.7798821], [32.081662, 34.7798909]]"
17,32.0816103,34.7798821,32.0816015,34.7799744,8.750890236100014,0,"[[32.0816103, 34.7798821], [32.0816015, 34.7799744]]"
18,32.079498,34.7799796,32.0795542,34.7799796,6.249154876811214,0,"[[32.079498, 34.7799796], [32.0795542, 34.7799796]]"
19,32.079498,34.7799796,32.0794975,34.7799007,7.433913247692969,0,"[[32.079498, 34.7799796], [32.0794975, 34.7799007]]"
20,32.079498,34.7799796,32.074025,34.7798678,609.1506811167116,40,"[[32.079498, 34.7799796], [32.0794205, 34.7799794], [32.0786266, 34.7799871], [32.0776976, 34.780007], [32.0770066, 34.7800133], [32.0764172, 34.7800206], [32.0757491, 34.7800226], [32.0740531, 34.779871], [32.074025, 34.7798678]]"
21,32.0794976,34.7794283,32.0794975,34.7799007,44.508125378814334,2,"[[32.0794976, 34.7794283], [32.0794979, 34.7797887], [32.0794975, 34.7799007]]"
22,32.0815415,34.7820643,32.0815359,34.782039,2.4636244003444334,0,"[[32.0815415, 34.7820643], [32.0815359, 34.782039]]"
23,32.0807533,34.7799102,32.0814083,34.779915,72.8411145375876,4,"[[32.0807533, 34.7799102], [32.0812356, 34.779909], [32.0814083, 34.779915]]"
24,32.0807533,34.7799102,32.0807543,34.77996,4.693249483087058,0,"[[32.0807533, 34.7799102], [32.0807543, 34.77996]]"
25,32.0807533,34.7799102,32.080694,34.7799096,6.59410145826641,0,"[[32.0807533, 34.7799102], [32.080694, 34.7799096]]"
26,32.0815468,34.7799292,32.0815281,34.7799201,2.2491624166377693,0,"[[32.0815468, 34.7799292], [32.0815281, 34.7799201]]"
27,32.0815468,34.7799292,32.081563,34.7798705,5.8163761390645154,0,"[[32.0815468, 34.7799292], [32.081563, 34.7798705]]"
28,32.0815468,34.7799292,32.0815277,34.7799683,4.25217205426027,0,"[[32.0815468, 34.7799292], [32.0815277, 34.7799683]]"
29,32.0815468,34.7799292,32.0816015,34.7799744,7.424956373077176,0,"[[32.0815468, 34.7799292], [32.0816015, 34.7799744]]"
30,32.079591,34.7813756,32.0795903,34.7814025,2.535624243700329,0,"[[32.079591, 34.7813756], [32.0795903, 34.7814025]]"
31,32.079591,34.7813756,32.0795097,34.7813126,10.814632026206265,0,"[[32.079591, 34.7813756], [32.0795097, 34.7813126]]"
32,32.079591,34.7813756,32.0795982,34.7813098,6.250940278202891,0,"[[32.079591, 34.7813756], [32.0795982, 34.7813098]]"
33,32.079591,34.7813756,32.0803236,34.7813674,81.46506669375624,4,"[[32.079591, 34.7813756], [32.0803236, 34.7813674]]"
34,32.0795542,34.7799796,32.0807543,34.77996,133.84824422463558,8,"[[32.0795542, 34.7799796], [32.0796196, 34.7799797], [32.0796576, 34.7799597], [32.0806594, 34.7799621], [32.0807543, 34.77996]]"
35,32.0795542,34.7799796,32.0795561,34.7799011,7.399030877454357,0,"[[32.0795542, 34.7799796], [32.0795561, 34.7799011]]"
36,32.081563,34.7798705,32.0824267,34.7781813,188.19484988078685,12,"[[32.081563, 34.7798705], [32.0815767, 34.7797908], [32.081627, 34.7795362], [32.081674, 34.7794094], [32.0819602, 34.7789109], [32.0823837, 34.7782573], [32.0824267, 34.7781813]]"
37,32.081563,34.7798705,32.0815285,34.7798616,3.9267954158852607,0,"[[32.081563, 34.7798705], [32.0815285, 34.7798616]]"
